ID;situacao_na_venda;val_avaliacao;segmento;UF;Tipo_de_imovel;dias_ate_ser_vendido;Desconto;;;
587421998;Ocupado; R$ 71.800,00 ;B;PI;Casa;1613;58,81%;;;
71448879;Ocupado; R$ 71.831,00 ;B;RN;Casa;456;54,45%;;;
27147874;Ocupado; R$ 70.600,00 ;C;SE;Casa;1520;57,64%;;;
305170786;Ocupado; R$ 70.600,00 ;C;PE;Casa;851;55,08%;;;
8563589;Desocupado; R$ 61.000,00 ;C;GO;Casa;655;47,13%;;;
79714785;Ocupado; R$ 72.000,00 ;B;PI;Casa;1736;59,23%;;;
152447907;Ocupado; R$ 72.000,00 ;B;MG;Casa;1633;58,84%;;;
498032565;Ocupado; R$ 72.000,00 ;B;PA;Casa;975;56,37%;;;
522988878;Ocupado; R$ 72.000,00 ;B;RN;Casa;462;54,45%;;;
582963536;Ocupado; R$ 72.000,00 ;B;RN;Casa;450;54,41%;;;
914433604;Ocupado; R$ 72.000,00 ;B;MG;Casa;85;53,04%;;;
426099170;Ocupado; R$ 72.033,82 ;B;PA;Casa;1627;58,81%;;;
279333166;Ocupado; R$ 72.151,87 ;B;PI;Casa;1648;58,87%;;;
49302186;Ocupado; R$ 72.200,00 ;B;PA;Casa;1562;58,54%;;;
346379192;Desocupado; R$ 65.000,00 ;B;MG;Casa;1432;53,28%;;;
50442700;Ocupado; R$ 71.000,00 ;C;MG;Casa;133;52,28%;;;
60676136;Ocupado; R$ 71.000,00 ;C;GO;Casa;1676;58,15%;;;
388377012;Ocupado; R$ 71.000,00 ;C;RN;Casa;1586;57,81%;;;
502339150;Ocupado; R$ 71.000,00 ;C;PA;Casa;1736;58,38%;;;
769899505;Ocupado; R$ 71.000,00 ;C;RJ;Apartamento;1375;57,00%;;;
932142554;Ocupado; R$ 71.000,00 ;C;GO;Casa;1676;58,15%;;;
347554143;Ocupado; R$ 72.364,71 ;B;AM;Casa;1613;58,69%;;;
11356312;Ocupado; R$ 72.500,00 ;B;RN;Casa;1576;58,53%;;;
378469590;Ocupado; R$ 72.500,00 ;B;RN;Casa;217;53,47%;;;
435287481;Ocupado; R$ 72.623,05 ;B;PI;Casa;1736;59,10%;;;
616504103;Ocupado; R$ 72.701,00 ;B;PI;Casa;655;55,07%;;;
114477902;Ocupado; R$ 63.947,71 ;A;SE;Terreno;1710;53,36%;;;
551493026;Ocupado; R$ 71.383,09 ;C;PE;Casa;106;52,13%;;;
777380802;Ocupado; R$ 72.837,44 ;B;PA;Casa;1526;58,28%;;;
675267297;Ocupado; R$ 72.862,59 ;B;RN;Casa;1632;58,66%;;;
384283770;Desocupado; R$ 57.500,00 ;A;RJ;Terreno;114;40,45%;;;
219418534;Ocupado; R$ 73.000,00 ;B;PA;Casa;1606;58,54%;;;
417812707;Ocupado; R$ 73.000,00 ;B;RN;Casa;457;54,29%;;;
508094557;Ocupado; R$ 73.000,00 ;B;PI;Casa;1613;58,57%;;;
565458093;Ocupado; R$ 73.000,00 ;B;PA;Casa;1695;58,87%;;;
584300259;Ocupado; R$ 73.000,00 ;B;RN;Casa;457;54,29%;;;
917410648;Ocupado; R$ 73.000,00 ;B;RN;Casa;452;54,27%;;;
918315603;Ocupado; R$ 73.000,00 ;B;RN;Casa;1753;59,09%;;;
986882265;Ocupado; R$ 73.000,00 ;B;RN;Casa;1303;57,42%;;;
448594398;Ocupado; R$ 73.100,00 ;B;PA;Casa;1562;58,36%;;;
405680854;Desocupado; R$ 62.000,00 ;C;PI;Casa;1639;51,18%;;;
63034624;Ocupado; R$ 72.000,00 ;C;RN;Casa;1645;57,82%;;;
411804321;Desocupado; R$ 66.000,00 ;B;RN;Casa;1675;54,02%;;;
652288491;Desocupado; R$ 66.000,00 ;B;PR;Casa;183;47,91%;;;
597557517;Ocupado; R$ 73.490,00 ;B;RN;Casa;1814;59,21%;;;
486269609;Ocupado; R$ 73.500,00 ;B;CE;Casa;1715;58,84%;;;
103102990;Desocupado; R$ 58.000,00 ;A;SE;Terreno;1521;46,87%;;;
345702490;Desocupado; R$ 66.300,00 ;B;GO;Casa;1568;53,50%;;;
409495744;Ocupado; R$ 72.458,46 ;C;RN;Casa;86;51,92%;;;
37721283;Ocupado; R$ 74.000,00 ;B;RN;Casa;457;54,16%;;;
159899546;Ocupado; R$ 74.000,00 ;B;RN;Casa;1556;58,17%;;;
175769974;Ocupado; R$ 74.000,00 ;B;PA;Casa;1190;56,83%;;;
364611236;Ocupado; R$ 74.000,00 ;B;RN;Casa;459;54,16%;;;
441077132;Ocupado; R$ 74.000,00 ;B;PI;Casa;1648;58,50%;;;
444727579;Ocupado; R$ 74.000,00 ;B;SE;Casa;1303;57,24%;;;
464626911;Ocupado; R$ 74.000,00 ;B;BA;Casa;1555;58,16%;;;
498797857;Ocupado; R$ 74.000,00 ;B;RN;Casa;1387;57,55%;;;
527382967;Ocupado; R$ 74.000,00 ;B;AL;Casa;71;52,75%;;;
618035054;Ocupado; R$ 74.000,00 ;B;PI;Casa;1736;58,82%;;;
707815009;Ocupado; R$ 74.000,00 ;B;RN;Casa;456;54,15%;;;
688983439;Ocupado; R$ 74.118,76 ;B;PE;Apartamento;1388;57,53%;;;
177064076;Ocupado; R$ 74.283,53 ;B;PI;Casa;1725;58,73%;;;
186202588;Ocupado; R$ 74.316,16 ;B;PA;Casa;1554;58,10%;;;
